id,users_id,reports_id,waste_materials_id,location_reports_id,count_reporting
1149,403,68452307-4549-4d71-97c1-751da1469cae,4b2ba72d-fd2c-4a1a-bca6-13ed6204bed5,5627,10
8749,3196,748b8efe-c9e2-4115-bb70-aba02f3da9da,46436345-a32c-4689-bbe7-60382ad4f585,2864,75
6351,6900,69989a49-08bd-4446-a457-5e39415a2fb9,8573cc62-3ca0-4039-b95d-61a19618938f,7802,70
1420,9366,34e3f9d7-f227-4d30-84be-cff3e0d96198,8c02b86f-80ad-4f5c-99a7-f028f5c93e84,2361,38
4658,5441,c4bf9f84-f460-44e9-af1b-b25e121c6972,bc8b8383-de12-411d-92d7-d28f946c392f,3396,20
8586,1761,69989a49-08bd-4446-a457-5e39415a2fb9,dfca746c-eea9-4f20-84ea-97e4d5e0e0c8,5268,20
1340,9668,623a5d28-0661-425e-9a9e-6a667bdda2e6,1fa66588-8927-4d25-a250-76b35cd47a86,648,88
3746,185,20cb1744-8bbf-4c0c-a6b9-a65371ef897b,b37c5eff-6bf6-4174-b97a-78678c573df7,9771,45
6249,7559,ba84594b-127c-4dad-af18-29535c8bd668,0d8b3c7a-864f-4915-b950-3fe7b7c1662d,5629,60
8078,3704,3d062733-9a04-49f7-aff7-ece686f9e27a,873ec477-ee7e-4c51-9b3a-b49d0d243fdd,4508,54
8365,4804,a35020ed-2e3a-4b05-93ef-6a33621f2ab5,872e712f-8c13-439d-807b-3235e32037d1,665,29
7988,8443,748b8efe-c9e2-4115-bb70-aba02f3da9da,42e526b4-4979-4c24-a140-d29c0bfa99ac,6473,16
3063,6436,53dab308-0ccf-45ac-af7f-0fcf851bab7b,604f2e3a-78cf-4f16-838c-9a3e616727ab,2864,75
3931,5978,1f7e69d7-3ed1-4e9f-a526-6e1620c52b31,fc0909ea-7d5c-4e18-ab14-bc4e991873fb,6452,50
7364,2441,e9470395-937d-42d1-bf3d-f7793c3ddae1,94f861a7-3107-457a-b4ae-669786777462,2761,98
8321,4125,70dd3044-92e3-457d-8823-1349374de6b7,b5c8ab6e-033e-4ab7-9a8d-e91abedc0cc6,6287,42
5314,1503,ef6e2825-003d-4341-accd-ec8550936285,2be58f92-08f2-4a5a-9267-d074d289664a,6562,50
9459,5380,98a1a4ea-5b8b-4a37-861b-ab8888176a62,e4031ea0-b830-4ac2-8965-dae6ebcc4fee,3365,79
3466,286,69aa7e5e-b46e-4368-868f-09f71748fed4,9b04e45b-3ccf-49dc-bb13-6fe7ed827b7c,8134,10
1271,561,02d5ba4a-8f03-4a39-819b-7d0d0f9219e3,972e0b20-6226-4502-9221-eec746e60dd2,1940,91
7835,5933,4f19a04b-125c-4898-9c84-b8367584b6a6,f62d7bde-ce50-4a2b-9972-84788580db9c,3235,20
6456,3902,59e7abf1-c14e-47b1-90ab-7b029bce974e,0e66ae23-0c62-4c6c-a6fd-704aa3ca8d34,6713,20
3240,1048,b5074eae-3163-48b5-96f4-93dd4c6cef49,9d5f9b51-9662-4ff0-80ab-3184f5d4e94a,7788,50
4373,185,c8eab155-75a0-415e-8f96-63f389a82aea,dfca746c-eea9-4f20-84ea-97e4d5e0e0c8,4487,11
2742,9158,98a1a4ea-5b8b-4a37-861b-ab8888176a62,8953f933-91df-4bc3-b3d4-7a82e1dcd9d4,2916,32
9612,6554,55704774-5f7d-48bd-8754-105a3570a45a,5ff4f9d2-1de8-4c12-a0cc-db53455ca114,8848,43
4894,7228,59e7abf1-c14e-47b1-90ab-7b029bce974e,66da067e-33de-43af-b27b-4c8f00a6d9c3,1940,6
6105,5563,edcab117-6c53-4657-8b13-d9485bb09117,2a25f8b7-754d-4e21-ba4c-8c6346f31187,1266,44
7403,9738,5b863cbb-2496-42ee-806e-37bfb6080d7f,84c3ffbd-57ee-43e5-9fa2-6a640b723e53,8949,72
8003,7775,bbc5f2b9-0845-45e9-849c-5fe6439c35c4,9f31ac2e-8918-4832-aabc-19acc156e79f,6238,7
7090,7765,34e3f9d7-f227-4d30-84be-cff3e0d96198,814326ae-0ed4-44e0-a6c1-7e6f1689c5eb,8949,34
9410,4219,ef6e2825-003d-4341-accd-ec8550936285,8c02b86f-80ad-4f5c-99a7-f028f5c93e84,2916,85
2918,3882,55704774-5f7d-48bd-8754-105a3570a45a,9f96ccb4-364e-4692-b0fc-ff887871eb94,5639,58
1275,1467,357a14b2-ed84-4069-9837-08a4199c7cfe,dea54f33-46e9-4731-a77b-5c1a693e6b82,8284,17
9695,3882,d86151c3-1832-45c6-b6f7-205b7dc39dc1,58e3943d-07c8-49fd-a30c-cf1e2707138f,5117,30
7633,185,1aaaa671-76e2-44d5-b5c8-814cf47f4baa,b5c8ab6e-033e-4ab7-9a8d-e91abedc0cc6,1921,17
4275,9366,3cfe395c-d0e1-4e10-aeda-baf75455f645,d8531fff-9b85-47fe-bf8a-7bf01c4784bb,9455,65
6712,2529,b3005761-6026-4a44-976f-434bf1f745d8,e12cef58-cfcd-447a-aff5-300447cdb21f,8062,68
9673,3437,068a3e66-a248-411c-9847-eb7835010a07,fc0909ea-7d5c-4e18-ab14-bc4e991873fb,3922,4
8237,6436,162da5c6-7357-4816-837e-e62baed52488,dfca746c-eea9-4f20-84ea-97e4d5e0e0c8,725,99
2745,2983,45136845-e67d-4055-be0b-aa745a000f0a,092e37b3-8934-462a-964b-6c773be5926e,7260,84
1876,6403,668f501b-76f0-4d73-b10a-4803918495ff,6be35670-fd79-4060-a926-fd23a29f9ca2,665,12
5277,9366,d996e964-46e2-4e09-8c28-5e304fbac5fb,46436345-a32c-4689-bbe7-60382ad4f585,7621,90
8552,6510,dea747bc-9422-41f9-8244-e5da86e2c7db,092e37b3-8934-462a-964b-6c773be5926e,8848,26
6069,3882,e6f77531-b98a-40b3-9aeb-899781705f26,da45912a-04f7-4d8c-99c0-f307ecc20524,2651,40
247,7765,69aa7e5e-b46e-4368-868f-09f71748fed4,92fbe2cd-67bc-44ee-9e2d-c6133341006d,7483,16
207,8703,1e2043d2-5b52-488e-a38b-6fe4400455b8,2be58f92-08f2-4a5a-9267-d074d289664a,6473,18
7905,1847,19cdfd35-7e44-4609-a9ac-8a30ddfe0292,03eeba16-1af1-4fb6-8fc3-bba874588e40,7511,87
5272,7031,68452307-4549-4d71-97c1-751da1469cae,a5660363-9712-4802-aade-675fcf47d39a,76,12
447,8185,a35020ed-2e3a-4b05-93ef-6a33621f2ab5,4d0ddb7f-a0f9-40f9-973f-8aaa6243e4c6,1913,61
8346,1116,6ff634a1-706e-45c4-92b0-11ea17df840e,f542b545-ee93-4082-8419-55bf15e95d06,4487,87
1857,3871,1b0e9635-43ce-4aa7-9c3d-fb3f4e215fb6,0d8b3c7a-864f-4915-b950-3fe7b7c1662d,1365,89
9463,2408,fec16515-63a2-4f5e-ab74-3b292c3ac44d,99552920-0f21-4b6c-816c-14eec99b3790,6551,50
3714,5933,07da2736-5ca4-409e-bcfa-25d735d152ef,a086fec5-66fb-4a78-baaa-43f5bae4916d,747,50
4813,8361,9d5cba40-b4b4-4453-9f2f-6648457e54a1,13f0eafe-e6de-4458-b06b-35c078db163c,5639,18
5151,4792,edcab117-6c53-4657-8b13-d9485bb09117,f0b4526e-9191-4bd8-95ef-19964b0666dd,6428,74
9281,7677,d996e964-46e2-4e09-8c28-5e304fbac5fb,111e9563-e124-4435-b4cc-da99e6b343a1,6328,81
888,5978,25ee1d71-6d85-440a-87fa-f878ef4823d1,4bceaeff-cc53-45dc-9b04-c3e350542c2a,2674,93
9031,1467,748b8efe-c9e2-4115-bb70-aba02f3da9da,84c3ffbd-57ee-43e5-9fa2-6a640b723e53,5268,2
1435,276,4f19a04b-125c-4898-9c84-b8367584b6a6,5ff4f9d2-1de8-4c12-a0cc-db53455ca114,829,72
8981,6436,a727371f-11ad-42d0-b625-35c76236dfe5,b6a384b7-be9a-4efe-babc-54591ab1be7e,6315,87
5672,2983,882ec205-aaf3-4c80-a70f-11bc5d5e37ba,819a4410-9276-47b6-8896-150f3d753942,8848,19
5171,2555,68452307-4549-4d71-97c1-751da1469cae,9f96ccb4-364e-4692-b0fc-ff887871eb94,3394,15
5799,3882,881651f7-9311-4506-a61b-cfcd86d5c980,b1ce6c1c-02ea-4b25-a395-29dc498b6015,8450,25
8957,5435,ef6e2825-003d-4341-accd-ec8550936285,e12cef58-cfcd-447a-aff5-300447cdb21f,3052,30
5288,1761,dea747bc-9422-41f9-8244-e5da86e2c7db,bfd06a67-2067-4c8f-adbb-27318c106a91,9865,21
5449,4804,93d5a13d-3480-43c4-a2e0-f8443e16c16c,f7512879-d798-4c06-bee9-f3508ebd9304,3235,90
3853,6331,9902b5eb-6714-4e34-83a0-de817481966e,8c02b86f-80ad-4f5c-99a7-f028f5c93e84,6551,12
831,5933,b0f17e75-52a0-414b-9621-9f3db8fa58c8,08ba2497-26b4-4618-88d7-d83ebd7cc843,4827,35
4144,5435,29c9c5fb-8bfa-4899-abe8-ca796d7e87c6,44ee8f9d-0b77-4a43-80db-4688dc8c7e7b,6431,76
6807,6511,0407367c-5e40-4f7c-8ce7-756de851452c,fc0909ea-7d5c-4e18-ab14-bc4e991873fb,7386,15
2086,3221,357a14b2-ed84-4069-9837-08a4199c7cfe,8dca5d23-125a-4744-bc69-88301bb338cc,9465,18
3929,5441,3e2ba9a6-d8a4-4439-bf1b-5512a679d6d2,8dca5d23-125a-4744-bc69-88301bb338cc,6562,41
329,2583,814991f5-de53-47a3-ae38-f78efb2966c2,e2750ead-b915-48c5-9ce6-f0ffb6edaaee,3949,37
2370,8183,c9a209da-5904-4185-9533-20cbc81c3fc5,1e5f6dcc-cd62-432d-b749-1e18fbc321a2,1921,16
3384,3196,c6147aae-a46a-440a-bfb2-83057e3dc5a6,dfca746c-eea9-4f20-84ea-97e4d5e0e0c8,271,72
7237,1014,79243da9-a381-4e19-8b43-39b70ba23d97,01f99954-3949-48f2-84b3-ed28b4b9147f,4094,43
2510,5933,8b153930-57f8-4092-ab1b-f08b84be1d52,30f173bc-9226-47dc-b3fb-faee56ca7516,3620,11
6732,2895,7016acec-d787-4d93-bddf-c79306ea82d4,604f2e3a-78cf-4f16-838c-9a3e616727ab,4219,10
3728,5631,6020f7f3-b29b-4c53-8c7a-126e5b5d7e2a,09c967cb-aa8d-44e5-a670-7c081be65245,5131,19
6239,1761,8b1dcd89-369b-4a7d-8d8c-7387f0417b3d,a18e610c-ed12-4174-91c2-42d06aa11a74,8062,9
5765,8361,02d5ba4a-8f03-4a39-819b-7d0d0f9219e3,5ff4f9d2-1de8-4c12-a0cc-db53455ca114,3922,47
9684,8527,92cf6651-4ef4-4eb9-8f05-7b7b15306ed8,9d5f9b51-9662-4ff0-80ab-3184f5d4e94a,4372,49
9050,9330,ea23c544-0a26-40d9-b8d9-bed9906aad0d,09683b44-fb8e-41a6-be7a-d0de72094bbe,6328,88
2933,5297,32131d6c-83a2-4416-85eb-92b78d6b562f,e12cef58-cfcd-447a-aff5-300447cdb21f,1062,4
7733,1127,a727371f-11ad-42d0-b625-35c76236dfe5,873ec477-ee7e-4c51-9b3a-b49d0d243fdd,5641,20
8092,5646,cc4f86e9-226c-463b-872e-3bf0c7577649,00960a96-a15d-4dd6-ad3c-8a50ab49b126,1940,58
9213,5563,5906ee54-8030-4b7e-9cff-f1a4f34b909d,4b2ba72d-fd2c-4a1a-bca6-13ed6204bed5,6428,56
3732,7193,1b0e9635-43ce-4aa7-9c3d-fb3f4e215fb6,b6a384b7-be9a-4efe-babc-54591ab1be7e,3052,78
130,2214,787ad6cc-f3bc-4862-90a5-752919c84f98,03eeba16-1af1-4fb6-8fc3-bba874588e40,2349,46
2097,9010,068a3e66-a248-411c-9847-eb7835010a07,b927ad4d-f1c1-473b-8db8-3b551c0214ac,1921,72
5296,3967,92cf6651-4ef4-4eb9-8f05-7b7b15306ed8,e2750ead-b915-48c5-9ce6-f0ffb6edaaee,9047,18
1447,3704,cc4f86e9-226c-463b-872e-3bf0c7577649,84c3ffbd-57ee-43e5-9fa2-6a640b723e53,3764,17
8524,6366,322459b7-f564-4aae-8338-82f3895b5bc0,a6245436-ed18-4909-8973-ee76a228c3b3,6535,32
3035,8874,230c7a73-04b0-4a7e-82a1-d7830fec0b58,8ef461d0-0fde-4008-8d38-e07852f09c51,1710,58
7348,2583,ea23c544-0a26-40d9-b8d9-bed9906aad0d,4d0ddb7f-a0f9-40f9-973f-8aaa6243e4c6,736,49
1634,5364,3faa2aba-06c3-4ed8-b6e6-c1b0eca3a4d9,8ff89946-9ba7-4281-b102-f9498ef54a1b,5131,31
4137,3437,cd63d6dc-87dd-4164-b597-87527bf4e30e,cb72092a-6751-499a-a380-5c21fd796dea,4094,12
4593,9940,305bcbca-da6f-4700-83dd-7392420fcddd,b9575c14-04c4-496d-9ef9-ad9dfdac7e50,6473,21
2788,7193,53dab308-0ccf-45ac-af7f-0fcf851bab7b,814326ae-0ed4-44e0-a6c1-7e6f1689c5eb,5268,2
4417,8314,c9a209da-5904-4185-9533-20cbc81c3fc5,111e9563-e124-4435-b4cc-da99e6b343a1,9000,45
3754,152,19cdfd35-7e44-4609-a9ac-8a30ddfe0292,0abcbb2a-aea8-42a1-bed9-3da0e36910e3,807,45
8106,5956,c236744a-2a85-4067-89d4-8aa30dcf7311,e3c9bb9f-5dee-4620-a867-31ffb1ebd545,2761,10
3946,2555,e1368ede-4329-462c-a04d-9a6ccb47d309,f7512879-d798-4c06-bee9-f3508ebd9304,2864,56
6020,5274,a706c0c5-5902-4f70-ad36-f62c1c5a63ae,280bb0db-4224-4a24-bf93-e4ebe5d52fb5,2944,5
9808,5435,c8343556-4469-4328-be82-80b6dad67ec3,bd5599fc-70c7-40b1-90a0-88c2e7752e6a,6238,22
6071,991,c763e9cc-5813-4437-a301-827923a86783,4b2ba72d-fd2c-4a1a-bca6-13ed6204bed5,1711,11
8889,7228,1aaaa671-76e2-44d5-b5c8-814cf47f4baa,506a74ab-59ea-4490-a3ea-4e96b0819a6a,3645,54
9378,1127,25ee1d71-6d85-440a-87fa-f878ef4823d1,819a4410-9276-47b6-8896-150f3d753942,1921,99
4465,5297,3cfe395c-d0e1-4e10-aeda-baf75455f645,111e9563-e124-4435-b4cc-da99e6b343a1,3764,13
9029,7263,c843a84b-6af7-42df-95fd-29f19303c51b,09c967cb-aa8d-44e5-a670-7c081be65245,8284,13
296,9171,3faa2aba-06c3-4ed8-b6e6-c1b0eca3a4d9,8ff89946-9ba7-4281-b102-f9498ef54a1b,7149,95
9409,403,e1368ede-4329-462c-a04d-9a6ccb47d309,d93f8706-9f52-43b2-8d23-d0d08fcc24b9,5604,62
3517,3196,568b1534-b834-4c21-9fe6-6e5cb41eac1d,3410313b-7a59-499f-9103-4a32e0062017,5268,24
8651,8847,2b2eab93-3eb0-4553-908a-9c2e2ea20c9d,95b2aa1a-5859-4403-902c-0bcdd7eb6449,5831,24
2091,4804,74e93716-ca2a-4eb7-93c7-b83d1a087ca0,8dca5d23-125a-4744-bc69-88301bb338cc,1710,31
7212,7554,c4bf9f84-f460-44e9-af1b-b25e121c6972,e2750ead-b915-48c5-9ce6-f0ffb6edaaee,9455,71
1302,9010,34e3f9d7-f227-4d30-84be-cff3e0d96198,4b2ba72d-fd2c-4a1a-bca6-13ed6204bed5,2916,47
1527,108,55704774-5f7d-48bd-8754-105a3570a45a,196d1d77-879c-4e29-8da6-c35531d775c1,9865,41
375,5631,97888595-eba0-44b3-93df-0292f414af37,111e9563-e124-4435-b4cc-da99e6b343a1,5627,64
8343,6510,aad3e72c-dea7-4725-9c7d-92aadbdcaebe,44ee8f9d-0b77-4a43-80db-4688dc8c7e7b,6315,14
993,5563,5341d5bb-f5da-4b78-aad8-d984d332dbff,465dbbf3-9e14-445b-84f9-b1bb8e257b9e,6024,7
7249,4804,1f7e69d7-3ed1-4e9f-a526-6e1620c52b31,8817a7f2-078a-498c-ae09-311d65fbdeb2,1913,91
7255,6554,b5074eae-3163-48b5-96f4-93dd4c6cef49,6be35670-fd79-4060-a926-fd23a29f9ca2,5639,23
4933,6511,6afae467-6050-4440-b7bb-19668fdb7ceb,972e0b20-6226-4502-9221-eec746e60dd2,7483,76
5973,3490,5341d5bb-f5da-4b78-aad8-d984d332dbff,01f99954-3949-48f2-84b3-ed28b4b9147f,2349,92
9033,3967,9305c223-a1d8-4741-a69c-4c38ab8db609,b37c5eff-6bf6-4174-b97a-78678c573df7,1365,35
4690,2408,4f19a04b-125c-4898-9c84-b8367584b6a6,fdde3654-59e6-4978-b7f9-ddf99f02f592,7260,38
5964,1555,70dd3044-92e3-457d-8823-1349374de6b7,4b63b7d0-eb4e-4b07-9a32-65eefb67bcda,6431,91
2190,6132,c8343556-4469-4328-be82-80b6dad67ec3,f0b4526e-9191-4bd8-95ef-19964b0666dd,3385,99
7026,2583,68452307-4549-4d71-97c1-751da1469cae,b1ce6c1c-02ea-4b25-a395-29dc498b6015,2864,42
2017,1317,02d5ba4a-8f03-4a39-819b-7d0d0f9219e3,ce197795-8e29-486d-a3d1-142881a4b4c5,3645,35
5293,8443,a706c0c5-5902-4f70-ad36-f62c1c5a63ae,8817a7f2-078a-498c-ae09-311d65fbdeb2,7807,59
4485,3490,c8eab155-75a0-415e-8f96-63f389a82aea,ce197795-8e29-486d-a3d1-142881a4b4c5,9771,42
